Time,Axial Accel (Gs),[Altitude (Baro-Ft-AGL)]
27.9538,1.22292,7520.82
27.955,1.22292,7520.46
27.9562,1.22292,7520.1
27.9575,1.22292,7519.71
27.9587,1.32115,7519.35
27.96,1.32115,7518.96
27.9613,1.22292,7518.57
27.9625,1.22292,7518.21
27.9638,1.32115,7517.82
27.965,1.32115,7517.46
27.9662,1.32115,7517.1
27.9675,1.32115,7516.71
27.9688,1.32115,7516.32
27.97,1.32115,7515.96
27.9713,1.32115,7515.57
27.9725,1.32115,7515.21
27.9737,1.32115,7514.85
27.975,1.32115,7514.46
27.9762,1.22292,7514.1
27.9775,1.22292,7513.71
27.9788,1.32115,7513.32
27.98,1.32115,7512.96
27.9813,1.32115,7512.57
27.9825,1.32115,7512.21
27.9837,1.32115,7511.85
27.985,1.32115,7511.46
27.9862,1.32115,7511.1
27.9875,1.32115,7510.71
27.9888,1.32115,7510.32
27.99,1.32115,7509.96
27.9912,1.41938,7509.6
27.9925,1.41938,7509.21
27.9937,1.41938,7508.85
27.995,1.41938,7508.46
27.9963,1.41938,7508.07
27.9975,1.41938,7507.71
27.9988,1.32115,7507.32
28,1.32115,7506.96
28.0012,1.41938,7506.6
28.0012,1.41938,7506.6
28.0012,1.41938,7506.6
28.0025,1.41938,7506.21
28.0037,1.41938,7505.85
28.005,1.41938,7505.46
28.0063,1.41938,7505.07
28.0075,1.41938,7504.71
28.0088,1.41938,7504.32
28.01,1.41938,7503.96
28.0112,1.41938,7503.6
28.0125,1.41938,7503.21
28.0138,1.41938,7502.82
28.015,1.41938,7502.46
28.0163,1.41938,7502.07
28.0175,1.41938,7501.71
28.0187,1.32115,7501.35
28.02,1.32115,7500.96
28.0212,1.32115,7500.6
28.0225,1.32115,7500.21
28.0238,1.32115,7499.82
28.025,1.32115,7499.46
28.0263,1.32115,7499.07
28.0275,1.32115,7498.71
28.0287,1.32115,7498.35
28.03,1.32115,7497.96
28.0312,1.32115,7497.6
28.0325,1.32115,7497.21
28.0338,1.32115,7496.82
28.035,1.32115,7496.46
28.0362,1.41938,7496.1
28.0375,1.41938,7495.71
28.0387,1.32115,7495.35
28.04,1.32115,7494.96
28.0413,1.32115,7494.57
28.0425,1.32115,7494.21
28.0438,1.22292,7493.82
28.045,1.22292,7493.46
28.0462,1.22292,7493.1
28.0475,1.22292,7492.71
28.0487,1.22292,7492.35
28.05,1.22292,7491.96
28.0513,1.12469,7491.57
28.0513,1.12469,7491.57
28.0513,1.12469,7491.57
28.0525,1.12469,7491.21
28.0537,1.22292,7490.85
28.055,1.22292,7490.46
28.0562,1.22292,7490.1
28.0575,1.22292,7489.71
28.0588,1.22292,7489.32
28.06,1.22292,7488.96
28.0613,1.12469,7488.57
28.0625,1.12469,7488.21
28.0637,1.12469,7487.85
28.065,1.12469,7487.46
28.0662,1.12469,7487.1
28.0675,1.12469,7486.71
28.0688,1.12469,7486.32
28.07,1.12469,7485.96
28.0713,1.02646,7485.57
28.0725,1.02646,7485.21
28.0737,0.92823,7484.85
28.075,0.92823,7484.46
28.0763,0.92823,7484.07
28.0775,0.92823,7483.71
28.0788,0.92823,7483.32
28.08,0.92823,7482.96
28.0812,0.92823,7482.6
28.0825,0.92823,7482.21
28.0837,0.83,7481.85
28.085,0.83,7481.46
28.0863,0.83,7481.07
28.0875,0.83,7480.71
28.0888,0.83,7480.32
28.09,0.83,7479.96
28.0912,0.73177,7479.6
28.0925,0.73177,7479.21
28.0938,0.73177,7478.82
28.095,0.73177,7478.46
28.0963,0.63354,7478.07
28.0975,0.63354,7477.71
28.0987,0.63354,7477.35
28.1,0.63354,7476.96
28.1012,0.63354,7476.6
28.1012,0.63354,7476.6
28.1012,0.63354,7476.6
28.1025,0.63354,7476.21
28.1038,0.53531,7475.82
28.105,0.53531,7475.46
28.1063,0.53531,7475.07
28.1075,0.53531,7474.71
28.1087,0.53531,7474.35
28.11,0.53531,7473.96
28.1112,0.43708,7473.6
28.1125,0.43708,7473.21
28.1138,0.43708,7472.82
28.115,0.43708,7472.46
28.1162,0.33885,7472.1
28.1175,0.33885,7471.71
28.1187,0.33885,7471.35
28.12,0.33885,7470.96
28.1213,0.24062,7470.57
28.1225,0.24062,7470.21
28.1238,0.14239,7469.82
28.125,0.14239,7469.46
28.1262,0.14239,7469.1
28.1275,0.14239,7468.71
28.1287,0.14239,7468.35
28.13,0.14239,7467.96
28.1313,0.04416,7467.57
28.1325,0.04416,7467.21
28.1338,-0.05407,7466.82
28.135,-0.05407,7466.46
28.1362,-0.05407,7466.1
28.1375,-0.05407,7465.71
28.1388,-0.1523,7465.32
28.14,-0.1523,7464.96
28.1413,-0.1523,7464.57
28.1425,-0.1523,7464.21
28.1437,-0.1523,7463.85
28.145,-0.1523,7463.46
28.1462,-0.44699,7463.1
28.1475,-0.44699,7462.71
28.1488,-0.44699,7462.32
28.15,-0.44699,7461.96
28.1513,-0.44699,7461.57
28.1513,-0.44699,7461.57
28.1513,-0.44699,7461.57
28.1525,-0.44699,7461.21
28.1537,-0.54522,7460.85
28.155,-0.54522,7460.46
28.1562,-0.54522,7460.1
28.1575,-0.54522,7459.71
28.1588,-0.54522,7459.32
28.16,-0.54522,7458.96
28.1612,-0.54522,7458.6
28.1625,-0.54522,7458.21
28.1637,-0.54522,7457.85
28.165,-0.54522,7457.46
28.1663,-0.64345,7457.07
28.1675,-0.64345,7456.71
28.1688,-0.74168,7456.32
28.17,-0.74168,7455.96
28.1712,-0.74168,7455.6
28.1725,-0.74168,7455.21
28.1737,-0.74168,7454.85
28.175,-0.74168,7454.46
28.1763,-0.74168,7454.07
28.1775,-0.74168,7453.71
28.1787,-0.74168,7453.35
28.18,-0.74168,7452.96
28.1812,-0.64345,7452.6
28.1825,-0.64345,7452.21
28.1838,-0.64345,7451.82
28.185,-0.64345,7451.46
28.1863,-0.74168,7451.07
28.1875,-0.74168,7450.71
28.1887,-0.74168,7450.35
28.19,-0.74168,7449.96
28.1912,-0.83991,7449.6
28.1925,-0.83991,7449.21
28.1938,-0.83991,7448.82
28.195,-0.83991,7448.46
28.1963,-0.83991,7448.07
28.1975,-0.83991,7447.71
28.1987,-0.83991,7447.35
28.2,-0.83991,7446.96
28.2013,-0.83991,7446.57
28.2013,-0.83991,7446.57
28.2013,-0.83991,7446.57
28.2025,-0.83991,7446.21
28.2038,-0.83991,7445.82
28.205,-0.83991,7445.46
28.2062,-0.83991,7445.1
28.2075,-0.83991,7444.71
28.2087,-0.83991,7444.35
28.21,-0.83991,7443.96
28.2113,-0.83991,7443.57
28.2125,-0.83991,7443.21
28.2138,-0.93814,7442.82
28.215,-0.93814,7442.46
28.2162,-0.93814,7442.1
28.2175,-0.93814,7441.71
28.2188,-0.93814,7441.32
28.22,-0.93814,7440.96
28.2213,-0.83991,7440.57
28.2225,-0.83991,7440.21
28.2237,-0.83991,7439.85
28.225,-0.83991,7439.46
28.2262,-0.83991,7439.1
28.2275,-0.83991,7438.71
28.2288,-0.83991,7438.32
28.23,-0.83991,7437.96
28.2313,-0.74168,7437.57
28.2325,-0.74168,7437.21
28.2337,-0.74168,7436.85
28.235,-0.74168,7436.46
28.2362,-0.83991,7436.1
28.2375,-0.83991,7435.71
28.2388,-0.74168,7435.32
28.24,-0.74168,7434.96
28.2412,-0.74168,7434.6
28.2425,-0.74168,7434.21
28.2437,-0.64345,7433.85
28.245,-0.64345,7433.46
28.2463,-0.64345,7433.07
28.2475,-0.64345,7432.71
28.2488,-0.64345,7432.32
28.25,-0.64345,7431.96
28.2512,-0.64345,7431.6
28.2512,-0.64345,7431.6
28.2512,-0.64345,7431.6
28.2525,-0.64345,7431.21
28.2537,-0.64345,7430.85
28.255,-0.64345,7430.46
28.2563,-0.64345,7430.07
28.2575,-0.64345,7429.71
28.2588,-0.64345,7429.32
28.26,-0.64345,7428.96
28.2612,-0.54522,7428.6
28.2625,-0.54522,7428.21
28.2638,-0.44699,7427.82
28.265,-0.44699,7427.46
28.2663,-0.44699,7427.07
28.2675,-0.44699,7426.71
28.2687,-0.34876,7426.35
28.27,-0.34876,7425.96
28.2712,-0.34876,7425.6
28.2725,-0.34876,7425.21
28.2738,-0.25053,7424.82
28.275,-0.25053,7424.46
28.2763,-0.25053,7424.07
28.2775,-0.25053,7423.71
28.2787,-0.25053,7423.35
28.28,-0.25053,7422.96
28.2812,-0.1523,7422.6
28.2825,-0.1523,7422.21
28.2838,-0.1523,7421.82
28.285,-0.1523,7421.46
28.2862,-0.05407,7421.1
28.2875,-0.05407,7420.71
28.2887,-0.05407,7420.35
28.29,-0.05407,7419.96
28.2913,0.04416,7419.57
28.2925,0.04416,7419.21
28.2938,0.04416,7418.82
28.295,0.04416,7418.46
28.2962,0.04416,7418.1
28.2975,0.04416,7417.71
28.2987,0.14239,7417.35
28.3,0.14239,7416.96
28.3013,0.14239,7416.57
28.3013,0.14239,7416.57
28.3013,0.14239,7416.57
28.3025,0.14239,7416.21
28.3037,0.14239,7415.85
28.305,0.14239,7415.46
28.3062,0.24062,7415.1
28.3075,0.24062,7414.71
28.3088,0.24062,7414.32
28.31,0.24062,7413.96
28.3113,0.24062,7413.57
28.3125,0.24062,7413.21
28.3137,0.33885,7412.85
28.315,0.33885,7412.46
28.3162,0.43708,7412.1
28.3175,0.43708,7411.71
28.3188,0.43708,7411.32
28.32,0.43708,7410.96
28.3213,0.53531,7410.57
28.3225,0.53531,7410.21
28.3237,0.63354,7409.85
28.325,0.63354,7409.46
28.3263,0.63354,7409.07
28.3275,0.63354,7408.71
28.3288,0.63354,7408.32
28.33,0.63354,7407.96
28.3312,0.73177,7407.6
28.3325,0.73177,7407.21
28.3337,0.83,7406.85
28.335,0.83,7406.46
28.3363,0.92823,7406.07
28.3375,0.92823,7405.71
28.3388,0.92823,7405.32
28.34,0.92823,7404.96
28.3412,0.92823,7404.6
28.3425,0.92823,7404.21
28.3438,0.92823,7403.82
28.345,0.92823,7403.46
28.3463,1.02646,7403.07
28.3475,1.02646,7402.71
28.3487,1.02646,7402.35
28.35,1.02646,7401.96
28.3512,1.02646,7401.6
28.3512,1.02646,7401.6
28.3512,1.02646,7401.6
28.3525,1.02646,7401.21
28.3538,1.02646,7400.82
28.355,1.02646,7400.46
28.3563,1.02646,7400.07
28.3575,1.02646,7399.71
28.3587,1.12469,7399.35
28.36,1.12469,7398.96
28.3612,1.12469,7398.6
28.3625,1.12469,7398.21
28.3638,1.12469,7397.82
28.365,1.12469,7397.46
28.3662,1.22292,7397.1
28.3675,1.22292,7396.71
28.3687,1.22292,7396.35
28.37,1.22292,7395.96
28.3713,1.22292,7395.57
28.3725,1.22292,7395.21
28.3738,1.22292,7394.82
28.375,1.22292,7394.46
28.3762,1.22292,7394.1
28.3775,1.22292,7393.71
28.3787,1.32115,7393.35
28.38,1.32115,7392.96
28.3813,1.22292,7392.57
28.3825,1.22292,7392.21
28.3838,1.32115,7391.82
28.385,1.32115,7391.46
28.3862,1.32115,7391.1
28.3875,1.32115,7390.71
28.3888,1.32115,7390.32
28.39,1.32115,7389.96
28.3913,1.41938,7389.57
28.3925,1.41938,7389.21
28.3937,1.51761,7388.85
28.395,1.51761,7388.46
28.3962,1.51761,7388.1
28.3975,1.51761,7387.71
28.3988,1.51761,7387.32
28.4,1.51761,7386.96
28.4013,1.51761,7386.57
28.4013,1.51761,7386.57
28.4013,1.51761,7386.57
28.4025,1.51761,7386.21
28.4037,1.51761,7385.85
28.405,1.51761,7385.46
28.4062,1.51761,7385.1
28.4075,1.51761,7384.71
28.4088,1.41938,7384.32
28.41,1.41938,7383.96
28.4112,1.41938,7383.6
28.4125,1.41938,7383.21
28.4137,1.41938,7382.85
28.415,1.41938,7382.46
28.4163,1.51761,7382.07
28.4175,1.51761,7381.71
28.4188,1.51761,7381.32
28.42,1.51761,7380.96
28.4212,1.51761,7380.6
28.4225,1.51761,7380.21
28.4237,1.51761,7379.85
28.425,1.51761,7379.46
28.4263,1.51761,7379.07
28.4275,1.51761,7378.71
28.4287,1.51761,7378.35
28.43,1.51761,7377.96
28.4312,1.61584,7377.6
28.4325,1.61584,7377.21
28.4338,1.61584,7376.82
28.435,1.61584,7376.46
28.4363,1.51761,7376.07
28.4375,1.51761,7375.71
28.4387,1.61584,7375.35
28.44,1.61584,7374.96
28.4412,1.61584,7374.6
28.4425,1.61584,7374.21
28.4438,1.71407,7373.82
28.445,1.71407,7373.46
28.4463,1.71407,7373.07
28.4475,1.71407,7372.71
28.4487,1.71407,7372.35
28.45,1.71407,7371.96
28.4513,1.61584,7371.57
28.4513,1.61584,7371.57
28.4513,1.61584,7371.57
28.4525,1.61584,7371.21
28.4538,1.71407,7370.82
28.455,1.71407,7370.46
28.4562,1.61584,7370.1
28.4575,1.61584,7369.71
28.4587,1.61584,7369.35
28.46,1.61584,7368.96
28.4613,1.61584,7368.57
28.4625,1.61584,7368.21
28.4638,1.61584,7367.82
28.465,1.61584,7367.46
28.4662,1.51761,7367.1
28.4675,1.51761,7366.71
28.4688,1.51761,7366.32
28.47,1.51761,7365.96
28.4713,1.51761,7365.57
28.4725,1.51761,7365.21
28.4737,1.51761,7364.85
28.475,1.51761,7364.46
28.4762,1.61584,7364.1
28.4775,1.61584,7363.71
28.4788,1.61584,7363.32
28.48,1.61584,7362.96
28.4813,1.61584,7362.57
28.4825,1.61584,7362.21
28.4837,1.51761,7361.85
28.485,1.51761,7361.46
28.4862,1.61584,7361.1
28.4875,1.61584,7360.71
28.4888,1.51761,7360.32
28.49,1.51761,7359.96
28.4912,1.51761,7359.6
28.4925,1.51761,7359.21
28.4937,1.51761,7358.85
28.495,1.51761,7358.46
28.4963,1.41938,7358.07
28.4975,1.41938,7357.71
28.4988,1.41938,7357.32
28.5,1.41938,7356.96
28.5012,1.41938,7356.6
28.5012,1.41938,7356.6
28.5012,1.41938,7356.6
28.5025,1.41938,7356.21
28.5037,1.32115,7355.85
28.505,1.32115,7355.46
28.5063,1.32115,7355.07
28.5075,1.32115,7354.71
28.5088,1.32115,7354.32
28.51,1.32115,7353.96
28.5112,1.32115,7353.6
28.5125,1.32115,7353.21
28.5138,1.22292,7352.82
28.515,1.22292,7352.46
28.5163,1.12469,7352.07
28.5175,1.12469,7351.71
28.5187,1.12469,7351.35
28.52,1.12469,7350.96
28.5212,1.12469,7350.6
28.5225,1.12469,7350.21
28.5238,1.02646,7349.82
28.525,1.02646,7349.46
28.5263,1.02646,7349.07
28.5275,1.02646,7348.71
28.5287,0.92823,7348.35
28.53,0.92823,7347.96
28.5312,0.92823,7347.6
28.5325,0.92823,7347.21
28.5338,0.83,7346.82
28.535,0.83,7346.46
28.5362,0.83,7346.1
28.5375,0.83,7345.71
28.5387,0.83,7345.35
28.54,0.83,7344.96
28.5413,0.73177,7344.57
28.5425,0.73177,7344.21
28.5438,0.63354,7343.82
28.545,0.63354,7343.46
28.5462,0.63354,7343.1
28.5475,0.63354,7342.71
28.5487,0.63354,7342.35
28.55,0.63354,7341.96
28.5513,0.53531,7341.57
28.5513,0.53531,7341.57
28.5513,0.53531,7341.57
28.5525,0.53531,7341.21
28.5537,0.53531,7340.85
28.555,0.53531,7340.46
28.5562,0.53531,7340.1
28.5575,0.53531,7339.71
28.5588,0.43708,7339.32
28.56,0.43708,7338.96
28.5613,0.33885,7338.57
28.5625,0.33885,7338.21
28.5637,0.43708,7337.85
28.565,0.43708,7337.46
28.5662,0.33885,7337.1
28.5675,0.33885,7336.71
28.5688,0.33885,7336.32
28.57,0.33885,7335.96
28.5713,0.24062,7335.57
28.5725,0.24062,7335.21
28.5737,0.24062,7334.85
28.575,0.24062,7334.46
28.5763,0.14239,7334.07
28.5775,0.14239,7333.71
28.5788,0.04416,7333.32
28.58,0.04416,7332.96
28.5812,0.04416,7332.6
28.5825,0.04416,7332.21
28.5837,-0.1523,7331.85
28.585,-0.1523,7331.46
28.5863,-0.25053,7331.07
28.5875,-0.25053,7330.71
28.5888,-0.25053,7330.32
28.59,-0.25053,7329.96
28.5912,-0.34876,7329.6
28.5925,-0.34876,7329.21
28.5938,-0.54522,7328.82
28.595,-0.54522,7328.46
28.5963,-0.64345,7328.07
28.5975,-0.64345,7327.71
28.5987,-0.74168,7327.35
28.6,-0.74168,7326.96
28.6012,-0.83991,7326.6
28.6012,-0.83991,7326.6
28.6012,-0.83991,7326.6
28.6025,-0.83991,7326.21
28.6038,-0.83991,7325.82
28.605,-0.83991,7325.46
28.6063,-0.93814,7325.07
28.6075,-0.93814,7324.71
28.6087,-1.03637,7324.35
28.61,-1.03637,7323.96
28.6112,-1.1346,7323.6
28.6125,-1.1346,7323.21
28.6138,-1.1346,7322.82
28.615,-1.1346,7322.46
28.6162,-1.23283,7322.1
28.6175,-1.23283,7321.71
28.6187,-1.42929,7321.35
28.62,-1.42929,7320.96
28.6213,-1.42929,7320.57
28.6225,-1.42929,7320.21
28.6238,-1.52752,7319.82
28.625,-1.52752,7319.46
28.6262,-1.52752,7319.1
28.6275,-1.52752,7318.71
28.6287,-1.62575,7318.35
28.63,-1.62575,7317.96
28.6313,-1.72398,7317.57
28.6325,-1.72398,7317.21
28.6338,-1.72398,7316.82
28.635,-1.72398,7316.46
28.6362,-1.82221,7316.1
28.6375,-1.82221,7315.71
28.6388,-1.82221,7315.32
28.64,-1.82221,7314.96
28.6413,-1.92044,7314.57
28.6425,-1.92044,7314.21
28.6437,-1.92044,7313.85
28.645,-1.92044,7313.46
28.6462,-1.92044,7313.1
28.6475,-1.92044,7312.71
28.6488,-2.01867,7312.32
28.65,-2.01867,7311.96
28.6513,-2.01867,7311.57
28.6513,-2.01867,7311.57
28.6513,-2.01867,7311.57
28.6525,-2.01867,7311.21
28.6537,-2.1169,7310.85
28.655,-2.1169,7310.46
28.6562,-2.21513,7310.1
28.6575,-2.21513,7309.71
28.6588,-2.21513,7309.32
28.66,-2.21513,7308.96
28.6612,-2.21513,7308.6
28.6625,-2.21513,7308.21
28.6637,-2.31336,7307.85
28.665,-2.31336,7307.46
28.6663,-2.41159,7307.07
28.6675,-2.41159,7306.71
28.6688,-2.41159,7306.32
28.67,-2.41159,7305.96
28.6712,-2.50982,7305.6
28.6725,-2.50982,7305.21
28.6737,-2.50982,7304.85
28.675,-2.50982,7304.46
28.6763,-2.60805,7304.07
28.6775,-2.60805,7303.71
28.6787,-2.70628,7303.35
28.68,-2.70628,7302.96
28.6812,-2.70628,7302.6
28.6825,-2.70628,7302.21
28.6838,-2.70628,7301.82
28.685,-2.70628,7301.46
28.6863,-2.60805,7301.07
28.6875,-2.60805,7300.71
28.6887,-2.60805,7300.35
28.69,-2.60805,7299.96
28.6912,-2.60805,7299.6
28.6925,-2.60805,7299.21
28.6938,-2.50982,7298.82
28.695,-2.50982,7298.46
28.6963,-2.60805,7298.07
28.6975,-2.60805,7297.71
28.6987,-2.50982,7297.35
28.7,-2.50982,7296.96
28.7013,-2.50982,7296.57
28.7013,-2.50982,7296.57
28.7013,-2.50982,7296.57
28.7025,-2.50982,7296.21
28.7038,-2.50982,7295.82
28.705,-2.50982,7295.46
28.7062,-2.50982,7295.1
28.7075,-2.50982,7294.71
28.7087,-2.41159,7294.35
28.71,-2.41159,7293.96
28.7113,-2.31336,7293.57
28.7125,-2.31336,7293.21
28.7138,-2.41159,7292.82
28.715,-2.41159,7292.46
28.7162,-2.41159,7292.1
28.7175,-2.41159,7291.71
28.7188,-2.41159,7291.32
28.72,-2.41159,7290.96
28.7213,-2.41159,7290.57
28.7225,-2.41159,7290.21
28.7237,-2.41159,7289.85
28.725,-2.41159,7289.46
28.7262,-2.41159,7289.1
28.7275,-2.41159,7288.71
28.7288,-2.41159,7288.32
28.73,-2.41159,7287.96
28.7313,-2.31336,7287.57
28.7325,-2.31336,7287.21
28.7337,-2.31336,7286.85
28.735,-2.31336,7286.46
28.7362,-2.31336,7286.1
28.7375,-2.31336,7285.71
28.7388,-2.41159,7285.32
28.74,-2.41159,7284.96
28.7412,-2.41159,7284.6
28.7425,-2.41159,7284.21
28.7437,-2.41159,7283.85
28.745,-2.41159,7283.46
28.7463,-2.31336,7283.07
28.7475,-2.31336,7282.71
28.7488,-2.31336,7282.32
28.75,-2.31336,7281.96
28.7512,-2.31336,7281.6
28.7512,-2.31336,7281.6
28.7512,-2.31336,7281.6
28.7525,-2.31336,7281.21
28.7537,-2.31336,7280.85
28.755,-2.31336,7280.46
28.7563,-2.21513,7280.07
28.7575,-2.21513,7279.71
28.7588,-2.21513,7279.32
28.76,-2.21513,7278.96
28.7612,-2.21513,7278.6
28.7625,-2.21513,7278.21
28.7638,-2.21513,7277.82
28.765,-2.21513,7277.46
28.7663,-2.21513,7277.07
28.7675,-2.21513,7276.71
28.7687,-2.21513,7276.35
28.77,-2.21513,7275.96
28.7712,-2.21513,7275.6
28.7725,-2.21513,7275.21
28.7738,-2.21513,7274.82
28.775,-2.21513,7274.46
28.7763,-2.1169,7274.07
28.7775,-2.1169,7273.71
28.7787,-2.1169,7273.35
28.78,-2.1169,7272.96
28.7812,-2.1169,7272.6
28.7825,-2.1169,7272.21
28.7838,-2.1169,7271.82
28.785,-2.1169,7271.46
28.7862,-2.1169,7271.1
28.7875,-2.1169,7270.71
28.7887,-2.01867,7270.35
28.79,-2.01867,7269.96
28.7913,-2.01867,7269.57
28.7925,-2.01867,7269.21
28.7938,-2.01867,7268.82
28.795,-2.01867,7268.46
28.7962,-2.01867,7268.1
28.7975,-2.01867,7267.71
28.7987,-1.92044,7267.35
28.8,-1.92044,7266.96
28.8013,-2.21513,7266.57
28.8013,-2.21513,7266.57
28.8013,-2.21513,7266.57
28.8025,-2.21513,7266.21
28.8037,-2.01867,7265.85
28.805,-2.01867,7265.46
28.8062,-2.1169,7265.1
28.8075,-2.1169,7264.71
28.8088,-2.01867,7264.32
28.81,-2.01867,7263.96
28.8113,-2.1169,7263.57
28.8125,-2.1169,7263.21
28.8137,-2.01867,7262.85
28.815,-2.01867,7262.46
28.8162,-2.01867,7262.1
28.8175,-2.01867,7261.71
28.8188,-2.1169,7261.32
28.82,-2.1169,7260.96
28.8213,-2.01867,7260.57
28.8225,-2.01867,7260.21
28.8237,-2.01867,7259.85
28.825,-2.01867,7259.46
28.8263,-2.01867,7259.07
28.8275,-2.01867,7258.71
28.8288,-2.01867,7258.32
28.83,-2.01867,7257.96
28.8312,-1.92044,7257.6
28.8325,-1.92044,7257.21
28.8337,-1.92044,7256.85
28.835,-1.92044,7256.46
28.8363,-1.92044,7256.07
28.8375,-1.92044,7255.71
28.8388,-1.92044,7255.32
28.84,-1.92044,7254.96
28.8412,-1.92044,7254.6
28.8425,-1.92044,7254.21
28.8438,-1.92044,7253.82
28.845,-1.92044,7253.46
28.8463,-1.92044,7253.07
28.8475,-1.92044,7252.71
28.8487,-1.92044,7252.35
28.85,-1.92044,7251.96
28.8512,-1.92044,7251.6
28.8512,-1.92044,7251.6
28.8512,-1.92044,7251.6
28.8525,-1.92044,7251.21
28.8538,-1.92044,7250.82
28.855,-1.92044,7250.46
28.8563,-1.92044,7250.07
28.8575,-1.92044,7249.71
28.8587,-1.92044,7249.35
28.86,-1.92044,7248.96
28.8612,-1.92044,7248.6
28.8625,-1.92044,7248.21
28.8638,-1.82221,7247.82
28.865,-1.82221,7247.46
28.8662,-1.82221,7247.1
28.8675,-1.82221,7246.71
28.8687,-1.92044,7246.35
28.87,-1.92044,7245.96
28.8713,-1.92044,7245.57
28.8725,-1.92044,7245.21
28.8738,-1.92044,7244.82
28.875,-1.92044,7244.46
28.8762,-2.01867,7244.1
28.8775,-2.01867,7243.71
28.8787,-2.01867,7243.35
28.88,-2.01867,7242.96
28.8813,-2.01867,7242.57
28.8825,-2.01867,7242.21
28.8838,-2.01867,7241.82
28.885,-2.01867,7241.46
28.8862,-2.01867,7241.1
28.8875,-2.01867,7240.71
28.8888,-2.01867,7240.32
28.89,-2.01867,7239.96
28.8913,-2.01867,7239.57
28.8925,-2.01867,7239.21
28.8937,-2.1169,7238.85
28.895,-2.1169,7238.46
28.8962,-2.1169,7238.1
28.8975,-2.1169,7237.71
28.8988,-2.1169,7237.32
28.9,-2.1169,7236.96
28.9013,-2.21513,7236.57
28.9013,-2.21513,7236.57
28.9013,-2.21513,7236.57
28.9025,-2.21513,7236.21
28.9037,-2.21513,7235.85
28.905,-2.21513,7235.46
28.9062,-2.21513,7235.1
28.9075,-2.21513,7234.71
28.9088,-2.21513,7234.32
28.91,-2.21513,7233.96
28.9112,-2.21513,7233.6
28.9125,-2.21513,7233.21
28.9137,-2.21513,7232.85
28.915,-2.21513,7232.46
28.9163,-2.31336,7232.07
28.9175,-2.31336,7231.71
28.9188,-2.1169,7231.32
28.92,-2.1169,7230.96
28.9212,-2.21513,7230.6
28.9225,-2.21513,7230.21
28.9237,-2.21513,7229.85
28.925,-2.21513,7229.46
28.9263,-2.21513,7229.07
28.9275,-2.21513,7228.71
28.9287,-2.31336,7228.35
28.93,-2.31336,7227.96
28.9312,-2.31336,7227.6
28.9325,-2.31336,7227.21
28.9338,-2.31336,7226.82
28.935,-2.31336,7226.46
28.9363,-2.31336,7226.07
28.9375,-2.31336,7225.71
28.9387,-2.31336,7225.35
28.94,-2.31336,7224.96
28.9412,-2.1169,7224.6
28.9425,-2.1169,7224.21
28.9438,-2.1169,7223.82
28.945,-2.1169,7223.46
28.9463,-2.1169,7223.07
28.9475,-2.1169,7222.71
28.9487,-2.1169,7222.35
28.95,-2.1169,7221.96
28.9513,-2.1169,7221.57
28.9513,-2.1169,7221.57
28.9513,-2.1169,7221.57
28.9525,-2.1169,7221.21
28.9538,-2.1169,7220.82
28.955,-2.1169,7220.46
28.9562,-2.1169,7220.1
28.9575,-2.1169,7219.71
28.9587,-2.1169,7219.35
28.96,-2.1169,7218.96
28.9613,-2.01867,7218.57
28.9625,-2.01867,7218.21
28.9638,-2.01867,7217.82
28.965,-2.01867,7217.46
28.9662,-2.1169,7217.1
28.9675,-2.1169,7216.71
28.9688,-2.1169,7216.32
28.97,-2.1169,7215.96
28.9713,-2.1169,7215.57
28.9725,-2.1169,7215.21
28.9737,-2.01867,7214.85
28.975,-2.01867,7214.46
28.9762,-2.01867,7214.1
28.9775,-2.01867,7213.71
28.9788,-1.92044,7213.32
28.98,-1.92044,7212.96
28.9813,-1.92044,7212.57
28.9825,-1.92044,7212.21
28.9837,-1.82221,7211.85
28.985,-1.82221,7211.46
28.9862,-1.72398,7211.1
28.9875,-1.72398,7210.71
28.9888,-1.72398,7210.32
28.99,-1.72398,7209.96
28.9912,-1.62575,7209.6
28.9925,-1.62575,7209.21
28.9937,-1.52752,7208.85
28.995,-1.52752,7208.46
28.9963,-1.42929,7208.07
28.9975,-1.42929,7207.71
28.9988,-1.42929,7207.32
29,-1.42929,7206.96
29.0012,-1.33106,7206.6
29.0012,-1.33106,7206.6
29.0012,-1.33106,7206.6
29.0025,-1.33106,7206.21
29.0037,-1.23283,7205.85
29.005,-1.23283,7205.46
29.0063,-1.23283,7205.07
29.0075,-1.23283,7204.71
29.0088,-1.23283,7204.32
29.01,-1.23283,7203.96
29.0112,-1.1346,7203.6
29.0125,-1.1346,7203.21
29.0138,-1.1346,7202.82
29.015,-1.1346,7202.46
29.0163,-0.93814,7202.07
29.0175,-0.93814,7201.71
29.0187,-0.93814,7201.35
29.02,-0.93814,7200.96
29.0212,-0.93814,7200.6
29.0225,-0.93814,7200.21
29.0238,-0.83991,7199.82
29.025,-0.83991,7199.46
29.0263,-0.83991,7199.07
29.0275,-0.83991,7198.71
29.0287,-0.74168,7198.35
29.03,-0.74168,7197.96
29.0312,-0.64345,7197.6
29.0325,-0.64345,7197.21
29.0338,-0.54522,7196.82
29.035,-0.54522,7196.46
29.0362,-0.54522,7196.1
29.0375,-0.54522,7195.71
29.0387,-0.54522,7195.35
29.04,-0.54522,7194.96
