Time,Axial Accel (Gs),[Altitude (Baro-Ft-AGL)],
0,0.83,0.464463415,0.1416047
0.00125,0.83,0.464463415,0.1416047
0.0025,1.02646,0.464463415,0.1416047
0.00375,1.02646,0.464463415,0.1416047
0.005,1.02646,0.464463415,0.1416047
0.00625,1.02646,0.464463415,0.1416047
0.0075,1.12469,0.464463415,0.1416047
0.00875,1.12469,0.464463415,0.1416047
0.01,1.32115,0.464463415,0.1416047
0.01125,1.32115,0.464463415,0.1416047
0.0125,1.22292,0.464463415,0.1416047
0.01375,1.22292,0.464463415,0.1416047
0.015,1.41938,0.464463415,0.1416047
0.01625,1.41938,0.464463415,0.1416047
0.0175,1.32115,0.464463415,0.1416047
0.01875,1.32115,0.464463415,0.1416047
0.02,1.41938,0.464463415,0.1416047
0.02125,1.41938,0.464463415,0.1416047
0.0225,1.41938,0.464463415,0.1416047
0.02375,1.41938,0.464463415,0.1416047
0.025,1.32115,0.464463415,0.1416047
0.02625,1.32115,0.464463415,0.1416047
0.0275,1.32115,0.464463415,0.1416047
0.02875,1.32115,0.464463415,0.1416047
0.03,1.22292,0.464463415,0.1416047
0.03125,1.22292,0.464463415,0.1416047
0.0325,1.22292,0.464463415,0.1416047
0.03375,1.22292,0.464463415,0.1416047
0.035,1.22292,0.464463415,0.1416047
0.03625,1.22292,0.464463415,0.1416047
0.0375,1.12469,0.464463415,0.1416047
0.03875,1.12469,0.464463415,0.1416047
0.04,1.12469,0.464463415,0.1416047
0.04125,1.12469,0.464463415,0.1416047
0.0425,1.12469,0.464463415,0.1416047
0.04375,1.12469,0.464463415,0.1416047
0.045,1.02646,0.464463415,0.1416047
0.04625,1.02646,0.464463415,0.1416047
0.0475,1.02646,0.464463415,0.1416047
0.04875,1.02646,0.464463415,0.1416047
0.05,1.02646,0.464463415,0.1416047
0.05,1.02646,0.464463415,0.1416047
0.05,1.02646,0.464463415,0.1416047
0.05125,1.02646,0.464463415,0.1416047
0.0525,1.02646,0.464463415,0.1416047
0.05375,1.02646,0.464463415,0.1416047
0.055,1.02646,0.464463415,0.1416047
0.05625,1.02646,0.464463415,0.1416047
0.0575,0.92823,0.464463415,0.1416047
0.05875,0.92823,0.464463415,0.1416047
0.06,0.92823,0.464463415,0.1416047
0.06125,0.92823,0.464463415,0.1416047
0.0625,0.92823,0.464463415,0.1416047
0.06375,0.92823,0.464463415,0.1416047
0.065,0.92823,0.464463415,0.1416047
0.06625,0.92823,0.464463415,0.1416047
0.0675,0.92823,0.464463415,0.1416047
0.06875,0.92823,0.464463415,0.1416047
0.07,1.02646,0.464463415,0.1416047
0.07125,1.02646,0.464463415,0.1416047
0.0725,1.02646,0.464463415,0.1416047
0.07375,1.02646,0.464463415,0.1416047
