time,x_acc,alt (m)
0.19125,10.5301,0.406095703
0.1925,13.5752,0.406095703
0.19375,13.5752,0.406095703
0.195,15.7363,0.406095703
0.19625,15.7363,0.406095703
0.1975,17.6026,0.406095703
0.19875,17.6026,0.406095703
0.2,19.5672,0.406095703
0.2,19.5672,0.406095703
0.2,19.5672,0.406095703
0.20125,19.5672,0.406095703
0.2025,20.9425,0.406095703
0.20375,20.9425,0.406095703
0.205,22.5141,0.406095703
0.20625,22.5141,0.406095703
0.2075,23.7911,0.406095703
0.20875,23.7911,0.406095703
0.21,24.577,0.406095703
0.21125,24.577,0.406095703
0.2125,25.461,0.406095703
0.21375,25.461,0.406095703
0.215,26.4433,0.406095703
0.21625,26.4433,0.406095703
0.2175,27.131,0.406095703
0.21875,27.131,0.406095703
0.22,28.015,0.406095703
0.22125,28.015,0.406095703
0.2225,28.4079,0.406095703
0.22375,28.4079,0.406095703
0.225,28.9973,0.406095703
0.22625,28.9973,0.406095703
0.2275,29.3902,0.406095703
0.22875,29.3902,0.406095703
0.23,29.7832,0.406095703
0.23125,29.7832,0.406095703
0.2325,29.8814,0.406095703
0.23375,29.8814,0.406095703
0.235,30.1761,0.406095703
0.23625,30.1761,0.406095703
0.2375,30.4708,0.406095703
0.23875,30.4708,0.406095703
0.24,30.7655,0.406095703
0.24125,30.7655,0.406095703
0.2425,30.8637,0.406095703
0.24375,30.8637,0.406095703
0.245,31.0602,0.406095703
0.24625,31.0602,0.406095703
0.2475,31.1584,0.406095703
0.24875,31.1584,0.406095703
0.25,31.1584,0.406095703
0.25,31.1584,0.406095703
0.25,31.1584,0.406095703
0.25125,31.1584,0.406095703
0.2525,31.1584,0.406095703
0.25375,27.3274,0.406095703
0.255,27.3274,0.406095703
0.25625,27.8186,0.406095703
0.2575,27.8186,0.406095703
0.25875,28.3097,0.406095703
0.26,28.3097,0.406095703
0.26125,28.7026,0.406095703
0.2625,28.7026,0.406095703
0.26375,29.0956,0.406095703
0.265,29.0956,0.406095703
0.26625,29.4885,0.406095703
0.2675,29.4885,0.406095703
0.26875,29.8814,0.406095703
0.27,29.8814,0.406095703
0.27125,30.2743,0.406095703
0.2725,30.2743,0.406095703
0.27375,30.569,0.406095703
0.275,30.569,0.406095703
0.27625,30.8637,0.406095703
0.2775,30.8637,0.406095703
0.27875,31.1584,0.406095703
0.28,31.1584,0.406095703
0.28125,31.4531,0.406095703
0.2825,31.4531,0.406095703
0.28375,31.6495,0.406095703
0.285,31.6495,0.406095703
0.28625,31.7478,0.406095703
0.2875,31.7478,0.406095703
0.28875,32.0425,0.406095703
0.29,32.0425,0.406095703
0.29125,32.1407,0.406095703
0.2925,32.1407,0.406095703
0.29375,32.4354,0.406095703
0.295,32.4354,1.460304785
0.29625,32.6318,1.460304785
0.2975,32.6318,1.460304785
0.29875,32.7301,1.460304785
0.3,32.7301,1.460304785
0.30125,32.9265,1.460304785
0.30125,32.9265,1.460304785
0.30125,32.9265,1.460304785
0.3025,32.9265,1.460304785
0.30375,33.0247,1.460304785
0.305,33.0247,1.460304785
0.30625,33.0247,1.460304785
0.3075,33.0247,1.460304785
0.30875,33.0247,1.460304785
0.31,33.0247,1.460304785
0.31125,33.123,1.460304785
0.3125,33.123,1.460304785
0.31375,33.3194,1.460304785
0.315,33.3194,1.460304785
0.31625,33.5159,1.460304785
0.3175,33.5159,1.460304785
0.31875,33.7124,1.460304785
0.32,33.7124,1.460304785
0.32125,33.9088,1.460304785
0.3225,33.9088,1.460304785
0.32375,33.9088,1.460304785
0.325,33.9088,1.460304785
0.32625,34.3017,1.460304785
0.3275,34.3017,1.460304785
0.32875,34.1053,1.460304785
0.33,34.1053,1.460304785
0.33125,33.7124,1.460304785
0.3325,33.7124,1.460304785
0.33375,33.4177,1.460304785
0.335,33.4177,1.460304785
0.33625,33.4177,1.460304785
0.3375,33.4177,1.460304785
0.33875,33.5159,1.460304785
0.34,33.5159,1.460304785
0.34125,33.6141,1.460304785
0.3425,33.6141,1.460304785
0.34375,33.6141,1.460304785
0.345,33.6141,2.514550442
0.34625,33.9088,2.514550442
0.3475,33.9088,2.514550442
0.34875,34.1053,2.514550442
0.35,34.1053,2.514550442
0.35125,34.007,2.514550442
0.35125,34.007,2.514550442
0.35125,34.007,2.514550442
0.3525,34.007,2.514550442
0.35375,34.1053,2.514550442
0.355,34.1053,2.514550442
0.35625,34.2035,2.514550442
0.3575,34.2035,2.514550442
0.35875,34.1053,2.514550442
0.36,34.1053,2.514550442
0.36125,34.1053,2.514550442
0.3625,34.1053,2.514550442
0.36375,34.1053,2.514550442
0.365,34.1053,2.514550442
0.36625,34.2035,2.514550442
0.3675,34.2035,2.514550442
0.36875,34.2035,2.514550442
0.37,34.2035,2.514550442
0.37125,34.3017,2.514550442
0.3725,34.3017,2.514550442
0.37375,34.4,2.514550442
0.375,34.4,2.514550442
0.37625,34.4,2.514550442
0.3775,34.4,2.514550442
0.37875,34.4982,2.514550442
0.38,34.4982,2.514550442
0.38125,34.6947,2.514550442
0.3825,34.6947,2.514550442
0.38375,34.7929,2.514550442
0.385,34.7929,2.514550442
0.38625,35.0876,2.514550442
0.3875,35.0876,2.514550442
0.38875,35.284,2.514550442
0.39,35.284,2.514550442
0.39125,35.3823,2.514550442
0.3925,35.3823,2.514550442
0.39375,35.5787,2.514550442
0.395,35.5787,3.571411155
0.39625,35.7752,3.571411155
0.3975,35.7752,3.571411155
0.39875,35.8734,3.571411155
0.4,35.8734,3.571411155
0.40125,36.0699,3.571411155
0.40125,36.0699,3.571411155
0.40125,36.0699,3.571411155
0.4025,36.0699,3.571411155
0.40375,36.0699,3.571411155
0.405,36.0699,3.571411155
0.40625,36.2663,3.571411155
0.4075,36.2663,3.571411155
0.40875,36.3646,3.571411155
0.41,36.3646,3.571411155
0.41125,37.1504,3.571411155
0.4125,37.1504,3.571411155
0.41375,37.6416,3.571411155
0.415,37.6416,3.571411155
0.41625,38.2309,3.571411155
0.4175,38.2309,3.571411155
0.41875,38.2309,3.571411155
0.42,38.2309,3.571411155
0.42125,37.9362,3.571411155
0.4225,37.9362,3.571411155
0.42375,37.7398,3.571411155
0.425,37.7398,3.571411155
0.42625,37.5433,3.571411155
0.4275,37.5433,3.571411155
0.42875,37.3469,3.571411155
0.43,37.3469,3.571411155
0.43125,37.2486,3.571411155
0.4325,37.2486,3.571411155
0.43375,37.0522,3.571411155
0.435,37.0522,3.571411155
0.43625,37.0522,3.571411155
0.4375,37.0522,3.571411155
0.43875,36.8557,3.571411155
0.44,36.8557,3.571411155
0.44125,36.7575,3.571411155
0.4425,36.7575,3.571411155
0.44375,36.6593,3.571411155
0.445,36.6593,4.625601951
0.44625,36.6593,4.625601951
0.4475,36.6593,4.625601951
0.44875,36.561,4.625601951
0.45,36.561,4.625601951
0.45125,36.561,4.625601951
0.45125,36.561,4.625601951
0.45125,36.561,4.625601951
0.4525,36.561,4.625601951
0.45375,36.561,4.625601951
0.455,36.561,4.625601951
0.45625,36.561,4.625601951
0.4575,36.561,4.625601951
0.45875,36.561,4.625601951
0.46,36.561,4.625601951
0.46125,36.561,4.625601951
0.4625,36.561,4.625601951
0.46375,36.561,4.625601951
0.465,36.561,4.625601951
0.46625,36.4628,4.625601951
0.4675,36.4628,4.625601951
0.46875,36.4628,4.625601951
0.47,36.4628,4.625601951
0.47125,36.4628,4.625601951
0.4725,36.4628,4.625601951
0.47375,36.2663,4.625601951
0.475,36.2663,4.625601951
0.47625,36.1681,4.625601951
0.4775,36.1681,4.625601951
0.47875,36.0699,4.625601951
0.48,36.0699,4.625601951
0.48125,35.9716,4.625601951
0.4825,35.9716,4.625601951
0.48375,35.9716,4.625601951
0.485,35.9716,4.625601951
0.48625,35.8734,4.625601951
0.4875,35.8734,4.625601951
0.48875,35.677,4.625601951
0.49,35.677,4.625601951
0.49125,35.677,4.625601951
0.4925,35.677,4.625601951
0.49375,35.5787,4.625601951
0.495,35.5787,5.328466931
0.49625,35.5787,5.328466931
0.4975,35.5787,5.328466931
0.49875,35.5787,5.328466931
0.5,35.5787,5.328466931
0.50125,35.5787,5.328466931
0.50125,35.5787,5.328466931
0.50125,35.5787,5.328466931
0.5025,35.5787,5.328466931
0.50375,35.4805,5.328466931
0.505,35.4805,5.328466931
0.50625,35.3823,5.328466931
0.5075,35.3823,5.328466931
0.50875,35.4805,5.328466931
0.51,35.4805,5.328466931
0.51125,35.3823,5.328466931
0.5125,35.3823,5.328466931
0.51375,35.4805,5.328466931
0.515,35.4805,5.328466931
0.51625,35.4805,5.328466931
0.5175,35.4805,5.328466931
0.51875,35.4805,5.328466931
0.52,35.4805,5.328466931
0.52125,35.3823,5.328466931
0.5225,35.3823,5.328466931
0.52375,35.3823,5.328466931
0.525,35.3823,5.328466931
0.52625,35.4805,5.328466931
0.5275,35.4805,5.328466931
0.52875,35.3823,5.328466931
0.53,35.3823,5.328466931
0.53125,35.3823,5.328466931
0.5325,35.3823,5.328466931
0.53375,35.3823,5.328466931
0.535,35.3823,5.328466931
0.53625,35.3823,5.328466931
0.5375,35.3823,5.328466931
0.53875,35.4805,5.328466931
0.54,35.4805,5.328466931
0.54125,35.4805,5.328466931
0.5425,35.4805,5.328466931
0.54375,35.4805,5.328466931
0.545,35.4805,6.031270954
0.54625,35.4805,6.031270954
0.5475,35.4805,6.031270954
0.54875,35.4805,6.031270954
0.55,35.4805,6.031270954
0.55125,35.4805,6.031270954
0.55125,35.4805,6.031270954
0.55125,35.4805,6.031270954
0.5525,35.4805,6.031270954
0.55375,35.4805,6.031270954
0.555,35.4805,6.031270954
0.55625,35.4805,6.031270954
0.5575,35.4805,6.031270954
0.55875,35.4805,6.031270954
0.56,35.4805,6.031270954
0.56125,35.4805,6.031270954
0.5625,35.4805,6.031270954
0.56375,35.4805,6.031270954
0.565,35.4805,6.031270954
0.56625,35.4805,6.031270954
0.5675,35.4805,6.031270954
0.56875,35.3823,6.031270954
0.57,35.3823,6.031270954
0.57125,35.3823,6.031270954
0.5725,35.3823,6.031270954
0.57375,35.284,6.031270954
0.575,35.284,6.031270954
0.57625,35.284,6.031270954
0.5775,35.284,6.031270954
0.57875,35.1858,6.031270954
0.58,35.1858,6.031270954
0.58125,35.1858,6.031270954
0.5825,35.1858,6.031270954
0.58375,35.1858,6.031270954
0.585,35.1858,6.031270954
0.58625,35.284,6.031270954
0.5875,35.284,6.031270954
0.58875,35.1858,6.031270954
0.59,35.1858,6.031270954
0.59125,35.0876,6.031270954
0.5925,35.0876,6.031270954
0.59375,35.0876,6.031270954
0.595,35.0876,7.08811338
0.59625,35.0876,7.08811338
0.5975,35.0876,7.08811338
0.59875,34.9893,7.08811338
0.6,34.9893,7.08811338
0.60125,34.9893,7.08811338
0.60125,34.9893,7.08811338
0.60125,34.9893,7.08811338
0.6025,34.9893,7.08811338
0.60375,35.0876,7.08811338
0.605,35.0876,7.08811338
0.60625,34.9893,7.08811338
0.6075,34.9893,7.08811338
0.60875,34.8911,7.08811338
0.61,34.8911,7.08811338
0.61125,34.8911,7.08811338
0.6125,34.8911,7.08811338
0.61375,34.8911,7.08811338
0.615,34.8911,7.08811338
0.61625,34.8911,7.08811338
0.6175,34.8911,7.08811338
0.61875,34.8911,7.08811338
0.62,34.8911,7.08811338
0.62125,34.7929,7.08811338
0.6225,34.7929,7.08811338
0.62375,34.7929,7.08811338
0.625,34.7929,7.08811338
0.62625,34.8911,7.08811338
0.6275,34.8911,7.08811338
0.62875,34.7929,7.08811338
0.63,34.7929,7.08811338
0.63125,34.7929,7.08811338
0.6325,34.7929,7.08811338
0.63375,34.6947,7.08811338
0.635,34.6947,7.08811338
0.63625,34.5964,7.08811338
0.6375,34.5964,7.08811338
0.63875,34.4982,7.08811338
0.64,34.4982,7.08811338
0.64125,34.4982,7.08811338
0.6425,34.4982,7.08811338
0.64375,34.4,7.08811338
0.645,34.4,7.790917403
0.64625,34.4982,7.790917403
0.6475,34.4982,7.790917403
0.64875,34.4982,7.790917403
0.65,34.4982,7.790917403
0.65125,34.5964,7.790917403
0.65125,34.5964,7.790917403
0.65125,34.5964,7.790917403
0.6525,34.5964,7.790917403
0.65375,34.5964,7.790917403
0.655,34.5964,7.790917403
0.65625,34.5964,7.790917403
0.6575,34.5964,7.790917403
0.65875,34.4982,7.790917403
0.66,34.4982,7.790917403
0.66125,34.4982,7.790917403
0.6625,34.4982,7.790917403
0.66375,34.4,7.790917403
0.665,34.4,7.790917403
0.66625,34.3017,7.790917403
0.6675,34.3017,7.790917403
0.66875,34.1053,7.790917403
0.67,34.1053,7.790917403
0.67125,34.1053,7.790917403
0.6725,34.1053,7.790917403
0.67375,34.1053,7.790917403
0.675,34.1053,7.790917403
0.67625,34.007,7.790917403
0.6775,34.007,7.790917403
0.67875,34.007,7.790917403
0.68,34.007,7.790917403
0.68125,34.007,7.790917403
0.6825,34.007,7.790917403
0.68375,34.007,7.790917403
0.685,34.007,7.790917403
0.68625,33.9088,7.790917403
0.6875,33.9088,7.790917403
0.68875,34.007,7.790917403
0.69,34.007,7.790917403
0.69125,34.007,7.790917403
0.6925,34.007,7.790917403
0.69375,34.007,7.790917403
0.695,34.007,7.790917403
0.69625,34.007,7.790917403
0.6975,34.007,7.790917403
0.69875,33.9088,7.790917403
0.7,33.9088,7.790917403
0.70125,33.9088,7.790917403
0.70125,33.9088,7.790917403
0.70125,33.9088,7.790917403
0.7025,33.9088,7.790917403
0.70375,33.9088,7.790917403
0.705,33.9088,7.790917403
0.70625,33.9088,7.790917403
0.7075,33.9088,7.790917403
0.70875,33.8106,7.790917403
0.71,33.8106,7.790917403
0.71125,33.7124,7.790917403
0.7125,33.7124,7.790917403
0.71375,33.7124,7.790917403
0.715,33.7124,7.790917403
0.71625,33.6141,7.790917403
0.7175,33.6141,7.790917403
0.71875,33.6141,7.790917403
0.72,33.6141,7.790917403
0.72125,33.7124,7.790917403
0.7225,33.7124,7.790917403
0.72375,33.8106,7.790917403
0.725,33.8106,7.790917403
0.72625,33.7124,7.790917403
0.7275,33.7124,7.790917403
0.72875,33.8106,7.790917403
0.73,33.8106,7.790917403
0.73125,33.8106,7.790917403
0.7325,33.8106,7.790917403
0.73375,33.8106,7.790917403
0.735,33.8106,7.790917403
0.73625,33.8106,7.790917403
0.7375,33.8106,7.790917403
0.73875,33.7124,7.790917403
0.74,33.7124,7.790917403
0.74125,33.7124,7.790917403
0.7425,33.7124,7.790917403
0.74375,33.7124,7.790917403
0.745,33.7124,7.439530631
0.74625,33.7124,7.439530631
0.7475,33.7124,7.439530631
0.74875,33.6141,7.439530631
0.75,33.6141,7.439530631
0.75125,33.6141,7.439530631
0.75125,33.6141,7.439530631
0.75125,33.6141,7.439530631
0.7525,33.6141,7.439530631
0.75375,33.5159,7.439530631
0.755,33.5159,7.439530631
0.75625,33.4177,7.439530631
0.7575,33.4177,7.439530631
0.75875,33.4177,7.439530631
0.76,33.4177,7.439530631
0.76125,33.4177,7.439530631
0.7625,33.4177,7.439530631
0.76375,33.3194,7.439530631
0.765,33.3194,7.439530631
0.76625,33.2212,7.439530631
0.7675,33.2212,7.439530631
0.76875,33.0247,7.439530631
0.77,33.0247,7.439530631
0.77125,33.123,7.439530631
0.7725,33.123,7.439530631
0.77375,33.123,7.439530631
0.775,33.123,7.439530631
0.77625,33.123,7.439530631
0.7775,33.123,7.439530631
0.77875,33.2212,7.439530631
0.78,33.2212,7.439530631
0.78125,33.2212,7.439530631
0.7825,33.2212,7.439530631
0.78375,33.5159,7.439530631
0.785,33.5159,7.439530631
0.78625,33.4177,7.439530631
0.7875,33.4177,7.439530631
0.78875,33.3194,7.439530631
0.79,33.3194,7.439530631
0.79125,33.2212,7.439530631
0.7925,33.2212,7.439530631
0.79375,33.2212,7.439530631
0.795,33.2212,7.08811338
0.79625,33.123,7.08811338
0.7975,33.123,7.08811338
0.79875,33.0247,7.08811338
0.8,33.0247,7.08811338
0.80125,32.9265,7.08811338
0.80125,32.9265,7.08811338
0.80125,32.9265,7.08811338
0.8025,32.9265,7.08811338
0.80375,32.9265,7.08811338
0.805,32.9265,7.08811338
0.80625,32.8283,7.08811338
0.8075,32.8283,7.08811338
0.80875,32.7301,7.08811338
0.81,32.7301,7.08811338
0.81125,32.7301,7.08811338
0.8125,32.7301,7.08811338
0.81375,32.6318,7.08811338
0.815,32.6318,7.08811338
0.81625,32.6318,7.08811338
0.8175,32.6318,7.08811338
0.81875,32.5336,7.08811338
0.82,32.5336,7.08811338
0.82125,32.4354,7.08811338
0.8225,32.4354,7.08811338
0.82375,32.3371,7.08811338
0.825,32.3371,7.08811338
0.82625,32.2389,7.08811338
0.8275,32.2389,7.08811338
0.82875,32.2389,7.08811338
0.83,32.2389,7.08811338
0.83125,32.2389,7.08811338
0.8325,32.2389,7.08811338
0.83375,32.3371,7.08811338
0.835,32.3371,7.08811338
0.83625,32.2389,7.08811338
0.8375,32.2389,7.08811338
0.83875,32.0425,7.08811338
0.84,32.0425,7.08811338
0.84125,31.846,7.08811338
0.8425,31.846,7.08811338
0.84375,31.846,7.08811338
0.845,31.846,6.382657726
0.84625,31.9442,6.382657726
0.8475,31.9442,6.382657726
0.84875,31.9442,6.382657726
0.85,31.9442,6.382657726
0.85125,31.846,6.382657726
0.85125,31.846,6.382657726
0.85125,31.846,6.382657726
0.8525,31.846,6.382657726
0.85375,31.846,6.382657726
0.855,31.846,6.382657726
0.85625,31.846,6.382657726
0.8575,31.846,6.382657726
0.85875,31.846,6.382657726
0.86,31.846,6.382657726
0.86125,31.846,6.382657726
0.8625,31.846,6.382657726
0.86375,31.9442,6.382657726
0.865,31.9442,6.382657726
0.86625,31.9442,6.382657726
0.8675,31.9442,6.382657726
0.86875,31.9442,6.382657726
0.87,31.9442,6.382657726
0.87125,31.7478,6.382657726
0.8725,31.7478,6.382657726
0.87375,31.7478,6.382657726
0.875,31.7478,6.382657726
0.87625,31.6495,6.382657726
0.8775,31.6495,6.382657726
0.87875,31.6495,6.382657726
0.88,31.6495,6.382657726
0.88125,31.7478,6.382657726
0.8825,31.7478,6.382657726
0.88375,31.7478,6.382657726
0.885,31.7478,6.382657726
0.88625,31.5513,6.382657726
0.8875,31.5513,6.382657726
0.88875,31.6495,6.382657726
0.89,31.6495,6.382657726
0.89125,31.7478,6.382657726
0.8925,31.7478,6.382657726
0.89375,31.6495,6.382657726
0.895,31.6495,4.625601951
0.89625,31.5513,4.625601951
0.8975,31.5513,4.625601951
0.89875,31.5513,4.625601951
0.9,31.5513,4.625601951
0.90125,31.4531,4.625601951
0.90125,31.4531,4.625601951
0.90125,31.4531,4.625601951
0.9025,31.4531,4.625601951
0.90375,31.4531,4.625601951
0.905,31.4531,4.625601951
0.90625,31.4531,4.625601951
0.9075,31.4531,4.625601951
0.90875,31.3548,4.625601951
0.91,31.3548,4.625601951
0.91125,31.2566,4.625601951
0.9125,31.2566,4.625601951
0.91375,31.2566,4.625601951
0.915,31.2566,4.625601951
0.91625,31.1584,4.625601951
0.9175,31.1584,4.625601951
0.91875,31.1584,4.625601951
0.92,31.1584,4.625601951
0.92125,31.0602,4.625601951
0.9225,31.0602,4.625601951
0.92375,31.1584,4.625601951
0.925,31.1584,4.625601951
0.92625,31.1584,4.625601951
0.9275,31.1584,4.625601951
0.92875,31.1584,4.625601951
0.93,31.1584,4.625601951
0.93125,31.1584,4.625601951
0.9325,31.1584,4.625601951
0.93375,31.0602,4.625601951
0.935,31.0602,4.625601951
0.93625,31.1584,4.625601951
0.9375,31.1584,4.625601951
0.93875,31.1584,4.625601951
0.94,31.1584,4.625601951
0.94125,31.1584,4.625601951
0.9425,31.1584,4.625601951
0.94375,31.2566,4.625601951
0.945,31.2566,2.868597988
0.94625,31.3548,2.868597988
0.9475,31.3548,2.868597988
0.94875,31.3548,2.868597988
0.95,31.3548,2.868597988
0.95125,31.5513,2.868597988
0.95125,31.5513,2.868597988
0.95125,31.5513,2.868597988
0.9525,31.5513,2.868597988
0.95375,31.5513,2.868597988
0.955,31.5513,2.868597988
0.95625,31.4531,2.868597988
0.9575,31.4531,2.868597988
0.95875,31.3548,2.868597988
0.96,31.3548,2.868597988
0.96125,31.3548,2.868597988
0.9625,31.3548,2.868597988
0.96375,31.3548,2.868597988
0.965,31.3548,2.868597988
0.96625,31.3548,2.868597988
0.9675,31.3548,2.868597988
0.96875,31.3548,2.868597988
0.97,31.3548,2.868597988
0.97125,31.4531,2.868597988
0.9725,31.4531,2.868597988
0.97375,31.4531,2.868597988
0.975,31.4531,2.868597988
0.97625,31.4531,2.868597988
0.9775,31.4531,2.868597988
0.97875,31.3548,2.868597988
0.98,31.3548,2.868597988
0.98125,31.3548,2.868597988
0.9825,31.3548,2.868597988
0.98375,31.3548,2.868597988
0.985,31.3548,2.868597988
0.98625,31.1584,2.868597988
0.9875,31.1584,2.868597988
0.98875,31.0602,2.868597988
0.99,31.0602,2.868597988
0.99125,31.0602,2.868597988
0.9925,31.0602,2.868597988
0.99375,31.1584,2.868597988
0.995,31.1584,1.108902774
0.99625,30.8637,1.108902774
0.9975,30.8637,1.108902774
0.99875,30.9619,1.108902774
1,30.9619,1.108902774
1.00125,30.7655,1.108902774
1.00125,30.7655,1.108902774
1.00125,30.7655,1.108902774
1.0025,30.7655,1.108902774
1.00375,30.9619,1.108902774
1.005,30.9619,1.108902774
1.00625,30.8637,1.108902774
1.0075,30.8637,1.108902774
1.00875,30.7655,1.108902774
1.01,30.7655,1.108902774
1.01125,30.6672,1.108902774
1.0125,30.6672,1.108902774
1.01375,30.7655,1.108902774
1.015,30.7655,1.108902774
1.01625,30.8637,1.108902774
1.0175,30.8637,1.108902774
1.01875,30.7655,1.108902774
1.02,30.7655,1.108902774
1.02125,30.7655,1.108902774
1.0225,30.7655,1.108902774
1.02375,30.6672,1.108902774
1.025,30.6672,1.108902774
1.02625,30.569,1.108902774
1.0275,30.569,1.108902774
1.02875,30.4708,1.108902774
1.03,30.4708,1.108902774
1.03125,30.3725,1.108902774
1.0325,30.3725,1.108902774
1.03375,30.2743,1.108902774
1.035,30.2743,1.108902774
1.03625,30.1761,1.108902774
1.0375,30.1761,1.108902774
1.03875,30.3725,1.108902774
1.04,30.3725,1.108902774
1.04125,30.4708,1.108902774
1.0425,30.4708,1.108902774
1.04375,30.2743,1.108902774
1.045,30.2743,-1.350960073
1.04625,30.3725,-1.350960073
1.0475,30.3725,-1.350960073
1.04875,30.3725,-1.350960073
1.05,30.3725,-1.350960073
1.05125,30.4708,-1.350960073
1.05125,30.4708,-1.350960073
1.05125,30.4708,-1.350960073
1.0525,30.4708,-1.350960073
1.05375,30.2743,-1.350960073
1.055,30.2743,-1.350960073
1.05625,30.1761,-1.350960073
1.0575,30.1761,-1.350960073
1.05875,30.1761,-1.350960073
1.06,30.1761,-1.350960073
1.06125,30.1761,-1.350960073
1.0625,30.1761,-1.350960073
